"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus.Code","Time.Zone","Price","Note","Amenities","Hotel.Class","Phone","Phones","Claimed","Owner","Owner.Id","Owner.Link","Email","Social.Medias","Review.Count","Average.Rating","Review.URL","Google.Maps.URL","Google.Knowledge.URL","Latitude","Longitude","Website","Domain","Opening.Hours","Featured.Image","Cid","Fid","Place.Id","Kgmid","Type","Cuisine"
"Fiorelli Restaurant","Homestyle Italian staples in a bustling bar/restaurant with a sandstone facade and outdoor tables.","209 Camberwell Rd, Hawthorn East VIC 3123","209 Camberwell Rd","Hawthorn East VIC 3123","Italian restaurant, Cocktail bar, Mediterranean restaurant, Wine bar","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Halal food, Healthy options, Late-night food, Spirits, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Bar on site, Toilets], Atmosphere: [Cosy, Romantic, Upmarket], Crowd: [Good for groups], Planning: [Reservations required, Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Free of charge street parking, Free parking lot, ]","4RJ75394+R8","Australia/Melbourne","$40–80",NA,NA,NA,"(03) 9882 0222","(03) 9882 0222, +61 3 9882 0222","YES","Fiorelli Restaurant (owner)",1.03963866079784e+20,"https://www.google.com/maps/contrib/103963866079784201315","","",665,4.7,"https://search.google.com/local/reviews?placeid=ChIJoeGjC4RB1moRRNfekmOXYvI&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=17465688758817838916","https://www.google.com/search?kgmid=/g/1tggtnsx",-37.830406,145.05586,"http://www.fiorellirestaurant.com.au/","fiorellirestaurant.com.au","Saturday: [11:30 am-3:30 pm, 5-10:30 pm], Sunday: [11:30 am-3:30 pm, 5-10:30 pm], Monday: [11:30 am-3:30 pm, 5-10:30 pm], Tuesday: [11:30 am-3:30 pm, 5-10:30 pm], Wednesday: [11:30 am-3:30 pm, 5-10:30 pm], Thursday: [11:30 am-3:30 pm, 5-10:30 pm], Friday: [11:30 am-3:30 pm, 5-10:30 pm]","https://lh5.googleusercontent.com/p/AF1QipMbTq136-tSDXiZhts-9WF4wHQmEecNypRZdLAx=w163-h92-k-no",17465688758817839104,"0x6ad641840ba3e1a1:0xf262976392ded744","ChIJoeGjC4RB1moRRNfekmOXYvI","/g/1tggtnsx","Restaurant","Italian"
"OMI Melbourne Central","","L01 Shop149A, Cnr La Trobe and, Swanston St, Melbourne VIC 3000","L01 Shop149A, Cnr La Trobe and","Swanston St","Japanese restaurant","Service options: [Outdoor seating, Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance], Offerings: [Healthy options, Small plates], Dining options: [Lunch, Dinner, Dessert, Seating], Atmosphere: [Casual], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Free of charge street parking, ]","4RJ65XQ7+WH","Australia/Melbourne","$1–20",NA,NA,NA,"0483 811 075","0483 811 075, +61 483 811 075","YES","OMI Melbourne Central (owner)",1.13510146984821e+20,"https://www.google.com/maps/contrib/113510146984820648730","","facebook: http://www.facebook.com/2008
",493,4.3,"https://search.google.com/local/reviews?placeid=ChIJcf54s19D1moRJgBcm3198oY&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=9723972523877204006","https://www.google.com/search?kgmid=/g/11pc0v3jcp",-37.8102193,144.9639132,"http://www.omigroup.com.au/","omigroup.com.au","Saturday: [10 am-9 pm], Sunday: [10 am-9 pm], Monday: [10 am-9 pm], Tuesday: [10 am-9 pm], Wednesday: [10 am-9 pm], Thursday: [10 am-9 pm], Friday: [10 am-9 pm]","https://lh5.googleusercontent.com/p/AF1QipPrrAx-K7LWRrGnckh5Dbw1dIWrbourSAHmNpk=w122-h92-k-no",9723972523877203968,"0x6ad6435fb378fe71:0x86f27d7d9b5c0026","ChIJcf54s19D1moRJgBcm3198oY","/g/11pc0v3jcp","Restaurant","Japanese"
"Lane Restaurant & Bar","","Level 3/270 Collins St, Melbourne VIC 3000","Level 3/270 Collins St","Melbourne VIC 3000","Restaurant","Service options: [Dine-in, No delivery], Highlights: [Great cocktails], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Coffee, Small plates, Spirits, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Dessert], Amenities: [Bar on site, Toilets, Wi-Fi, ], Atmosphere: [Casual], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, ], Children: [Kids' menu]","4RJ65XM8+P2","Australia/Melbourne","$",NA,NA,NA,"(03) 9667 5800","(03) 9667 5800, +61 3 9667 5800","YES","Lane Restaurant & Bar (owner)",1.13444373140419e+20,"https://www.google.com/maps/contrib/113444373140418591801","","twitter: https://twitter.com/novotelmelb
instagram: https://www.instagram.com/novotelmelbourneoncollins
facebook: https://www.facebook.com/novoteloncollins
",52,4.3,"https://search.google.com/local/reviews?placeid=ChIJtR0FTLRC1moRrDAzAV5Qk8A&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=13876523241535910060","https://www.google.com/search?kgmid=/g/1hc5yqyxl",-37.8157096,144.9650753,"https://www.novotelmelbourne.com.au/dining/lane-restaurant","novotelmelbourne.com.au","Saturday: [11 am-9:30 pm], Sunday: [11 am-9:30 pm], Monday: [11 am-9:30 pm], Tuesday: [11 am-9:30 pm], Wednesday: [11 am-9:30 pm], Thursday: [11 am-9:30 pm], Friday: [11 am-9:30 pm]","https://lh5.googleusercontent.com/p/AF1QipOw9UiyUurMM4ZLXMtslF0E1HmEpiq3zBgSm_6z=w122-h92-k-no",13876523241535909888,"0x6ad642b44c051db5:0xc093505e013330ac","ChIJtR0FTLRC1moRrDAzAV5Qk8A","/g/1hc5yqyxl","Restaurant","Other"
"Zuppa","","510 Little Collins St, Melbourne VIC 3000","510 Little Collins St","Melbourne VIC 3000","Restaurant, Breakfast restaurant, Cafe","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Coffee, Healthy options], Dining options: [Breakfast, Brunch, Lunch], Atmosphere: [Casual], Payments: [Credit cards, Debit cards, Mobile payments, ]","4RJ65XM5+72","Australia/Melbourne","$1–20",NA,NA,NA,"(03) 9614 4732","(03) 9614 4732, +61 3 9614 4732","NO","Zuppa (owner)",NA,"","","",187,4.5,"https://search.google.com/local/reviews?placeid=ChIJF22CQ0xd1moRe4AhJqU1C48&q=breakfast&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=10307391155593117819","https://www.google.com/search?kgmid=/g/11bzymm5qx",-37.8168319,144.9576024,"https://www.zuppa.com.au/menu","zuppa.com.au","Thursday: [7:30 am-3 pm], Friday: [7:30 am-3 pm], Saturday: [Closed], Sunday: [Closed], Monday: [7:30 am-3 pm], Tuesday: [7:30 am-3 pm], Wednesday: [7:30 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipOsZVt6fYPF-QWqZ_a5u8vF97rL6rdtu1tMJ18=w80-h106-k-no",10307391155593117696,"0x6ad65d4c43826d17:0x8f0b35a52621807b","ChIJF22CQ0xd1moRe4AhJqU1C48","/g/11bzymm5qx","Breakfast","Other"
"The Journal Cafe","Light meals in a spacious, high-ceilinged cafe with suspended bookshelves and retro furniture.","253 Flinders Ln, Melbourne VIC 3000","253 Flinders Ln","Melbourne VIC 3000","Coffee shop, Cafe","Service options: [Outdoor seating, On-site services, Takeaway, Dine-in, No delivery], Highlights: [Live performances], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, No wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Coffee, Healthy options, Small plates, Spirits, Vegan options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Catering, Dessert, Seating], Amenities: [Bar on site, Toilets, Wi-Fi, ], Atmosphere: [Casual, Cosy], Crowd: [Family friendly, LGBTQ+ friendly], Payments: [Credit cards, Mobile payments], Children: [Good for kids], Pets: [Dogs allowed]","4RJ65XM8+68","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9650 4399","(03) 9650 4399, +61 3 9650 4399","YES","The Journal Cafe (owner)",1.11582409908141e+20,"https://www.google.com/maps/contrib/111582409908141172229","","",663,4.1,"https://search.google.com/local/reviews?placeid=ChIJ4bzpPbRC1moRptcDLM1Km_0&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=18274282158053119910","https://www.google.com/search?kgmid=/m/0j156_t",-37.81694,144.965841,"https://www.journalcafemelbourne.com.au/","journalcafemelbourne.com.au","Tuesday: [7 am-4 pm], Wednesday: [7 am-4 pm], Thursday: [7 am-4 pm], Friday: [7 am-4 pm], Saturday: [8 am-4 pm], Sunday: [8:30 am-3 pm], Monday: [7 am-4 pm]","https://lh5.googleusercontent.com/p/AF1QipMQktamEYuvrZUm6c18bMnWJL1xJa_S8WwqcEWK=w122-h92-k-no",18274282158053120000,"0x6ad642b43de9bce1:0xfd9b4acd2c03d7a6","ChIJ4bzpPbRC1moRptcDLM1Km_0","/m/0j156_t","Coffee Shop","Other"
"The Espressonist","Chic cafe featuring thoughtfully presented Modern Australian fare, harbour views & outdoor seating.","108 River Esplanade, Docklands VIC 3008","108 River Esplanade","Docklands VIC 3008","Restaurant, Brunch restaurant, Coffee shop, Coffee store, Espresso bar, Patisserie, Cafe","Service options: [Outdoor seating, On-site services, Takeaway, Dine-in, No delivery], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Coffee, Happy-hour drinks, Healthy options, Organic dishes, Prepared foods, Small plates, Spirits, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Bar on site, Gender-neutral toilets, Toilets], Atmosphere: [Casual, Cosy], Crowd: [Family friendly, Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, ], Pets: [Dogs allowed]","4RJ65WGV+87","Australia/Melbourne","$20–40",NA,NA,NA,"0426 422 774","0426 422 774, +61 426 422 774","YES","The Espressonist (owner)",1.07442401499887e+20,"https://www.google.com/maps/contrib/107442401499887054402","","",559,4.6,"https://search.google.com/local/reviews?placeid=ChIJoXEQXV9d1moRhl3fshmWNI4&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=10246980089294052742","https://www.google.com/search?kgmid=/g/11cn5r9y92",-37.8241558,144.9431793,"https://www.the-espressonist.com/","the-espressonist.com","Thursday: [7:30 am-2:30 pm, 5:30-9:30 pm], Friday: [7:30 am-2:30 pm, 5:30-9:30 pm], Saturday: [8 am-2:30 pm, 5:30-9:30 pm], Sunday: [8 am-2:30 pm], Monday: [Closed], Tuesday: [7:30 am-2:30 pm], Wednesday: [7:30 am-2:30 pm, 5:30-9:30 pm]","https://lh5.googleusercontent.com/p/AF1QipMrM3AaOqFS8eJc08z5vAPLPSMcS-hKvNb7q99D=w80-h106-k-no",10246980089294053376,"0x6ad65d5f5d1071a1:0x8e349619b2df5d86","ChIJoXEQXV9d1moRhl3fshmWNI4","/g/11cn5r9y92","Brunch","Other"
"Bobbie Peels","","351 Queensberry St, North Melbourne VIC 3051","351 Queensberry St","North Melbourne VIC 3051","Pub, Bar, Beer garden, Function room facility, Restaurant, Wine bar","Service options: [Outdoor seating, Dine-in, No delivery], Highlights: [Bar games], Accessibility: [Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Food, Food at bar, Happy-hour drinks, Spirits, Wine], Dining options: [Outside food allowed, Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Free of charge street parking, Paid street parking], Pets: [Dogs allowed]","4RJ65XW4+C9","Australia/Melbourne","$$",NA,NA,NA,"(03) 9329 3353","(03) 9329 3353, +61 3 9329 3353","YES","Bobbie Peels (owner)",1.17685483792097e+20,"https://www.google.com/maps/contrib/117685483792096508742","",NA,408,4.5,"https://search.google.com/local/reviews?placeid=ChIJa8tp2TNd1moR6lZk4pbUmOU&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16544206975653926634","https://www.google.com/search?kgmid=/g/11byck_ny8",-37.8039559,144.9559626,"http://www.bobbiepeels.com.au/","bobbiepeels.com.au","Thursday: [12-11 pm], Friday: [12 pm-12 am], Saturday: [12-11 pm], Sunday: [12-9 pm], Monday: [Closed], Tuesday: [4-11 pm], Wednesday: [4-11 pm]","https://lh5.googleusercontent.com/p/AF1QipM1DX3BU_2IEsvX_x81GUuK-RlpuVzCstGXKaW0=w137-h92-k-no",16544206975653926912,"0x6ad65d33d969cb6b:0xe598d496e26456ea","ChIJa8tp2TNd1moR6lZk4pbUmOU","/g/11byck_ny8","Rooftop Bar","Other"
"Northcote Fish & Chips","","341 High St, Northcote VIC 3070","341 High St","Northcote VIC 3070","Fish & chips restaurant, Fast food restaurant, Vegan restaurant","Service options: [Delivery, On-site services, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Alcohol, Beer, Cocktails, Small plates, Vegetarian options, Wine], Dining options: [Lunch, Dinner, Seating], Atmosphere: [Casual], Crowd: [Good for groups], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, Kids' menu], Parking: [Free of charge street parking]","4RJ66XHX+RC","Australia/Melbourne","$1–20",NA,NA,NA,"(03) 9482 9079","(03) 9482 9079, +61 3 9482 9079","YES","Northcote Fish & Chips (owner)",1.06998587237963e+20,"https://www.google.com/maps/contrib/106998587237963484334","","",448,4.4,"https://search.google.com/local/reviews?placeid=ChIJ487WyH1D1moRceuiSo5fSHw&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=8955512923768417137","https://www.google.com/search?kgmid=/g/1tm691xp",-37.7704499,144.998586,"http://www.northcotefishandchips.com.au/","northcotefishandchips.com.au","Saturday: [12-10 pm], Sunday: [12-9 pm], Monday: [5-8 pm], Tuesday: [Closed], Wednesday: [4-9 pm], Thursday: [4-9 pm], Friday: [12-10 pm]","https://lh5.googleusercontent.com/p/AF1QipNMbvuyK1ygXoSloK1kVq0apSOGxgq_WF6lbU1F=w122-h92-k-no",8955512923768417280,"0x6ad6437dc8d6cee3:0x7c485f8e4aa2eb71","ChIJ487WyH1D1moRceuiSo5fSHw","/g/1tm691xp","Restaurant","American"
"Rooftop Hotel Fitzroy","","127 Brunswick St, Fitzroy VIC 3065","127 Brunswick St","Fitzroy VIC 3065","Bar, Event venue, Restaurant","Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible toilet], Amenities: [Gender-neutral toilets, Toilets], Crowd: [LGBTQ+ friendly, Transgender safe space], Children: [Has changing table(s)]","4RJ65XWG+FX","Australia/Melbourne","$$",NA,NA,NA,"(03) 9417 4127","(03) 9417 4127, +61 3 9417 4127","YES","Rooftop Hotel Fitzroy (owner)",1.17474368266363e+20,"https://www.google.com/maps/contrib/117474368266363310696","",NA,45,4.2,"https://search.google.com/local/reviews?placeid=ChIJ-YAm_9tC1moRKnH1L_neziw&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=3228763144704061738","https://www.google.com/search?kgmid=/g/11bysjn5fq",-37.8037534,144.977392,"http://www.hotelfitzroy.com.au/","hotelfitzroy.com.au","Thursday: [5-10 pm], Friday: [5-11 pm], Saturday: [5-11 pm], Sunday: [5-10 pm], Monday: [5-10 pm], Tuesday: [5-10 pm], Wednesday: [5-10 pm]","https://lh5.googleusercontent.com/p/AF1QipOLuNMWx9qExFUjDB9Tvk3RFgbbgBzjH8WkKBj5=w138-h92-k-no",3228763144704061952,"0x6ad642dbff2680f9:0x2ccedef92ff5712a","ChIJ-YAm_9tC1moRKnH1L_neziw","/g/11bysjn5fq","Rooftop Bar","Other"
"Strato Melbourne - Bar and Restaurant","","40/202 Normanby Rd, Southbank VIC 3006","40/202 Normanby Rd","Southbank VIC 3006","Bar, Restaurant, Cocktail bar, Event venue, Function room facility, Modern Australian restaurant","Service options: [Outdoor seating, Dine-in, No delivery, No takeaway], Highlights: [Great cocktails, Rooftop seating], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet,  Does not have assistive hearing loop, No wheelchair-accessible car park], Offerings: [Alcohol, Beer, Cocktails, Halal food, Small plates, Spirits, Vegan options, Vegetarian options, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Bar on site, Toilets, Wi-Fi, ], Atmosphere: [Romantic, Upmarket], Crowd: [Family friendly, Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Reservations required, Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [High chairs], Parking: [Free of charge street parking, Paid parking lot, Paid street parking, ]","4RJ65WCX+RQ","Australia/Melbourne","",NA,NA,NA,"(03) 7003 8104","(03) 7003 8104, +61 3 7003 8104","YES","Strato Melbourne - Bar and Restaurant (owner)",1.177663105425e+20,"https://www.google.com/maps/contrib/117766310542500134272","",NA,582,3.9,"https://search.google.com/local/reviews?placeid=ChIJ9VW26fpn1moReeUNG-aVajY&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=3921111241108350329","https://www.google.com/search?kgmid=/g/11rv1b0rm6",-37.8279037,144.9494018,"https://www.stratomelbourne.com.au/","stratomelbourne.com.au","Thursday: [5-11 pm], Friday: [5 pm-12 am], Saturday: [5 pm-12 am], Sunday: [5-11 pm], Monday: [Closed], Tuesday: [Closed], Wednesday: [5-11 pm]","https://lh5.googleusercontent.com/p/AF1QipMcS5zKr-WT5nxg7GZtLY6JBSkJiN4PHE1_Speg=w122-h92-k-no",3921111241108350464,"0x6ad667fae9b655f5:0x366a95e61b0de579","ChIJ9VW26fpn1moReeUNG-aVajY","/g/11rv1b0rm6","Rooftop Bar","Australian"
"Market Lane Coffee - Collins St","","8 Collins St, Melbourne VIC 3000","8 Collins St","Melbourne VIC 3000","Coffee shop, Cafe","Service options: [Outdoor seating, On-site services, Takeaway, Dine-in, No delivery], Offerings: [Coffee], Dining options: [Breakfast, Lunch, Dessert, Seating], Amenities: [No toilets], Atmosphere: [Casual, Cosy], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ]","4RJ65XPF+M8","Australia/Melbourne","$1–20",NA,NA,NA,"(03) 9804 7434","(03) 9804 7434, +61 3 9804 7434","YES","Market Lane Coffee - Collins St (owner)",1.05859852078109e+20,"https://www.google.com/maps/contrib/105859852078108749343","","",427,4.4,"https://search.google.com/local/reviews?placeid=ChIJYQxRN8ZC1moRZPYsVv8YrEQ&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=4948357575514846820","https://www.google.com/search?kgmid=/g/11cmtd9sv1",-37.8132979,144.973372,"http://www.marketlane.com.au/","marketlane.com.au","Tuesday: [7 am-5 pm], Wednesday: [7 am-5 pm], Thursday: [7 am-5 pm], Friday: [7 am-5 pm], Saturday: [Closed], Sunday: [Closed], Monday: [7 am-5 pm]","https://lh5.googleusercontent.com/p/AF1QipO66yfKqfOR4toPBALjX7smBV10mRB4GUzAxPq-=w80-h106-k-no",4948357575514847232,"0x6ad642c637510c61:0x44ac18ff562cf664","ChIJYQxRN8ZC1moRZPYsVv8YrEQ","/g/11cmtd9sv1","Coffee Shop","Other"
"Brother Baba Budan","Specialty coffee shop serving pastries in a compact space with chairs hanging from the ceiling.","359 Little Bourke St, Melbourne VIC 3000","359 Little Bourke St","Melbourne VIC 3000","Coffee shop, Breakfast restaurant, Cafe","Service options: [Takeaway, Dine-in, No delivery], Accessibility: [No wheelchair-accessible car park, No wheelchair-accessible entrance, No wheelchair-accessible seating], Offerings: [Coffee], Dining options: [Breakfast, Dessert], Amenities: [No toilets], Atmosphere: [Casual, Cosy], Crowd: [LGBTQ+ friendly], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments], Parking: [Paid street parking, ]","4RJ65XP6+HR","Australia/Melbourne","$1–20",NA,NA,NA,"(03) 9347 8664","(03) 9347 8664, +61 3 9347 8664","YES","Brother Baba Budan (owner)",1.1696305614494e+20,"https://www.google.com/maps/contrib/116963056144940461069","","",2836,4.6,"https://search.google.com/local/reviews?placeid=ChIJ6VLiOLVC1moRUX_Qgb0CEyU&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=2671482016910835537","https://www.google.com/search?kgmid=/g/1v76zsyt",-37.813541,144.9620988,"http://sevenseeds.com.au/pages/brother-baba-budan","sevenseeds.com.au","Tuesday: [7 am-5 pm], Wednesday: [7 am-5 pm], Thursday: [7 am-5 pm], Friday: [7 am-5 pm], Saturday: [8 am-5 pm], Sunday: [8 am-5 pm], Monday: [7 am-5 pm]","https://lh5.googleusercontent.com/p/AF1QipOPKsTqw_JyJLky2vmiwS1Q_2BwcXkLZoxD1Y_S=w122-h92-k-no",2671482016910835712,"0x6ad642b538e252e9:0x251302bd81d07f51","ChIJ6VLiOLVC1moRUX_Qgb0CEyU","/g/1v76zsyt","Coffee Shop","Other"
"Blue Doors Coffee Melbourne","Breakfasts and light lunches in a trendy, minimalist cafe with white walls and blackboard menus.","19 Somerset Pl, Melbourne VIC 3000","19 Somerset Pl","Melbourne VIC 3000","Coffee shop, Coffee store","Service options: [Outdoor seating, On-site services, Takeaway, Dine-in, No delivery], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Alcohol, Beer, Coffee, Prepared foods], Dining options: [Seating], Amenities: [Bar on site, Gender-neutral toilets, Toilets, Wi-Fi, ], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs], Pets: [Dogs allowed, Dogs allowed inside, Dogs allowed outside]","4RJ65XP6+FX","Australia/Melbourne","$1–20",NA,NA,NA,"0431 276 898","0431 276 898, +61 431 276 898","YES","Blue Doors Coffee Melbourne (owner)",1.01422148986033e+20,"https://www.google.com/maps/contrib/101422148986032509605","","",615,4.4,"https://search.google.com/local/reviews?placeid=ChIJG7NvPrVC1moRsKRHrZ0JnVg&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=6385270419502900400","https://www.google.com/search?kgmid=/g/1tfg36r9",-37.8137583,144.9624703,"https://bluedoors.com.au/","bluedoors.com.au","Tuesday: [7:30 am-4:30 pm], Wednesday: [7:30 am-4:30 pm], Thursday: [7:30 am-4:30 pm], Friday: [7:30 am-4:30 pm], Saturday: [9 am-5 pm], Sunday: [9 am-5 pm], Monday: [7:30 am-4:30 pm]","https://lh5.googleusercontent.com/p/AF1QipOtdSKtHMGlSwiIShW7ewZP5SvJWqCHNvusx0Ga=w80-h106-k-no",6385270419502900224,"0x6ad642b53e6fb31b:0x589d099dad47a4b0","ChIJG7NvPrVC1moRsKRHrZ0JnVg","/g/1tfg36r9","Coffee Shop","Other"
"Xiang Ju Noodle Restaurant","","929 Riversdale Rd, Surrey Hills VIC 3127","929 Riversdale Rd","Surrey Hills VIC 3127","Restaurant, Health food restaurant","Service options: [Outdoor seating, Delivery, Takeaway, Dine-in], Offerings: [Alcohol, Coffee, Wine], Dining options: [Lunch, Dinner, Seating], Amenities: [Bar on site], Atmosphere: [Casual], Crowd: [Good for groups], Payments: [Credit cards], Children: [Good for kids], Parking: [Free of charge street parking, Free parking lot, ]","4RJ7537V+W8","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9880 7031","(03) 9880 7031, +61 3 9880 7031","YES","Xiang Ju Noodle Restaurant (owner)",1.06633338461609e+20,"https://www.google.com/maps/contrib/106633338461609279379","","",70,3.9,"https://search.google.com/local/reviews?placeid=ChIJZ3zaD0NB1moRCVtqpD6YIjk&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=4117020404183882505","https://www.google.com/search?kgmid=/g/11nyxmqfkp",-37.8352306,145.0933413,"","","Saturday: [11 am-8 pm], Sunday: [11 am-8 pm], Monday: [Closed], Tuesday: [11 am-8 pm], Wednesday: [11 am-8 pm], Thursday: [11 am-8 pm], Friday: [11 am-8 pm]","https://lh5.googleusercontent.com/p/AF1QipPdiQ2pxI6O0UIyhyQhHiVK5uUvVc8-HxRGKZxc=w122-h92-k-no",4117020404183882752,"0x6ad641430fda7c67:0x3922983ea46a5b09","ChIJZ3zaD0NB1moRCVtqpD6YIjk","/g/11nyxmqfkp","Restaurant","Other"
"Corner Hotel","Popular live music venue for local & international acts, with a rooftop bar & pub grub menu.","57 Swan St, Richmond VIC 3121","57 Swan St","Richmond VIC 3121","Pub, Function room facility, Live music venue","From the business: [Identifies as women-owned], Service options: [Outdoor seating, Dine-in, No delivery, No takeaway], Highlights: [Great bar food, Great cocktails, Live music, Live performances, Quiz night, Rooftop seating, Good for watching sport], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, No wheelchair-accessible car park], Offerings: [Alcohol, Beer, Cocktails, Dancing, Food, Food at bar, Happy-hour drinks, Spirits, Wine], Dining options: [Outside food allowed, Seating], Amenities: [Gender-neutral toilets, Toilets, Wi-Fi, ], Atmosphere: [Casual], Crowd: [Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Free of charge street parking, Paid street parking, ], Pets: [Dogs allowed]","4RJ65XGV+33","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9427 7300","(03) 9427 7300, +61 3 9427 7300","YES","Corner Hotel (owner)",1.16135672411013e+20,"https://www.google.com/maps/contrib/116135672411013408305","",NA,3448,4.4,"https://search.google.com/local/reviews?placeid=ChIJ3br785JC1moR963nGxdKAcA&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=13835420993371745783","https://www.google.com/search?kgmid=/m/08mn9z",-37.8248168,144.9926962,"http://www.cornerhotel.com/","cornerhotel.com","Thursday: [12 pm-3 am], Friday: [12 pm-3 am], Saturday: [12 pm-3 am], Sunday: [12 pm-1 am], Monday: [Closed], Tuesday: [12 pm-3 am], Wednesday: [12 pm-3 am]","https://lh5.googleusercontent.com/p/AF1QipOVUElMnw_mFfPysiRIayyqpAqj1S22UZ3ZR8oz=w138-h92-k-no",13835420993371746304,"0x6ad64292f3fbbadd:0xc0014a171be7adf7","ChIJ3br785JC1moR963nGxdKAcA","/m/08mn9z","Rooftop Bar","Other"
